sim_seed,num_iter,training_loss,training_accuracy,test_accuracy
1,5,0.03876526281237602,0.4666,0.46593978193458035
1,10,0.04193543270230293,0.5871666666666666,0.5794738421526457
1,15,0.038629546761512756,0.52205,0.523557067120136
1,20,0.037802860140800476,0.5576,0.5587676302890867
1,25,0.026506878435611725,0.5259166666666667,0.524557367210163
1,30,0.029746416956186295,0.6325,0.6269880964289287
1,35,0.0318174734711647,0.6375833333333333,0.6360908272481745
1,40,0.020129602402448654,0.6751333333333334,0.6719015704711413
1,45,0.020387373864650726,0.5940166666666666,0.5896769030709212
1,50,0.018783576786518097,0.7251666666666666,0.7214164249274783
1,55,0.007134769111871719,0.7806166666666666,0.776332899869961
1,60,0.00795634463429451,0.7570166666666667,0.7522256677003101
1,65,0.016414953395724297,0.7289166666666667,0.7249174752425728
1,70,0.016452664509415627,0.6919333333333333,0.6868060418125438
1,75,0.013679556548595428,0.6506166666666666,0.6437931379413824
1,80,0.022739525884389877,0.7337666666666667,0.7280184055216565
1,85,0.00813609641045332,0.7280833333333333,0.7241172351705512
1,90,0.008276193402707577,0.74525,0.7391217365209563
1,95,0.013581649400293827,0.6862166666666667,0.6811043312993899
1,100,0.021801024675369263,0.7814166666666666,0.7781334400320096
1,105,0.006075148470699787,0.7779166666666667,0.7723316995098529
1,110,0.004951904993504286,0.7977666666666666,0.7898369510853256
1,115,0.009493029676377773,0.7788333333333334,0.7749324797439232
1,120,0.011032204143702984,0.7299833333333333,0.7199159747924377
1,125,0.023296421393752098,0.7628666666666667,0.7617285185555667
1,130,0.007793147582560778,0.7489833333333333,0.7444233269980994
1,135,0.013420792296528816,0.6632333333333333,0.6557967390217065
1,140,0.019771859049797058,0.7109166666666666,0.7074122236671001
1,145,0.019773749634623528,0.716,0.7091127338201461
1,150,0.0209446232765913,0.7864666666666666,0.7801340402120637
1,155,0.008661383762955666,0.7547,0.7515254576372912
1,160,0.014301287941634655,0.77375,0.7719315794738422
1,165,0.008615244179964066,0.7706333333333333,0.7672301690507152
1,170,0.007472568191587925,0.7593,0.7523256977093128
1,175,0.015771357342600822,0.7858,0.7817345203561068
1,180,0.00592567166313529,0.8022666666666667,0.7969390817245173
1,185,0.005762508604675531,0.7984166666666667,0.790037011103331
1,190,0.008885924704372883,0.7766833333333333,0.7706311893568071
1,195,0.0138437794521451,0.7254333333333334,0.7179153746123837
1,200,0.02208535373210907,0.7761333333333333,0.7751325397619285
sim_seed,num_iter,training_loss,training_accuracy,test_accuracy
2,5,0.017695734277367592,0.37726666666666664,0.37294917967186875
2,10,0.057466909289360046,0.38945,0.3865546218487395
2,15,0.039771851152181625,0.45768333333333333,0.4519807923169268
2,20,0.05334087461233139,0.5647333333333333,0.553421368547419
2,25,0.04471246898174286,0.62025,0.6065426170468188
2,30,0.028782255947589874,0.6649666666666667,0.6520608243297319
2,35,0.037111859768629074,0.6032333333333333,0.5964385754301721
2,40,0.057719603180885315,0.6888333333333333,0.6855742296918768
2,45,0.024185998365283012,0.6577833333333334,0.6490596238495399
2,50,0.03211947903037071,0.7040166666666666,0.6906762705082032
2,55,0.033261049538850784,0.7060166666666666,0.7036814725890356
2,60,0.013515911065042019,0.6972333333333334,0.6910764305722289
2,65,0.020074035972356796,0.7024,0.6956782713085234
2,70,0.020562445744872093,0.6934,0.6766706682673069
2,75,0.025804853066802025,0.7255,0.7208883553421368
2,80,0.017981931567192078,0.6973166666666667,0.6859743897559024
2,85,0.022222844883799553,0.7588,0.7464985994397759
2,90,0.010591596364974976,0.7243,0.7138855542216886
2,95,0.013827933929860592,0.6432166666666667,0.6245498199279712
2,100,0.03753158822655678,0.69765,0.6911764705882353
2,105,0.025035127997398376,0.6744833333333333,0.6618647458983593
2,110,0.030058130621910095,0.6788666666666666,0.6651660664265706
2,115,0.04148901253938675,0.7133,0.7080832332933173
2,120,0.020068377256393433,0.7060666666666666,0.6964785914365746
2,125,0.020932815968990326,0.7125333333333334,0.6876750700280112
2,130,0.028816483914852142,0.72055,0.7143857543017207
2,135,0.0154577000066638,0.7287166666666667,0.7138855542216886
2,140,0.013127566315233707,0.75115,0.7395958383353342
2,145,0.01887105219066143,0.7157333333333333,0.6908763505402161
2,150,0.0273783840239048,0.7507666666666667,0.7397959183673469
2,155,0.007816719822585583,0.7799166666666667,0.7566026410564226
2,160,0.006915766280144453,0.7944333333333333,0.7753101240496199
2,165,0.013949221931397915,0.69895,0.6763705482192878
2,170,0.03490500524640083,0.7491333333333333,0.7342937174869948
2,175,0.014514679089188576,0.7503333333333333,0.7359943977591037
2,180,0.010512761771678925,0.7260333333333333,0.7052821128451381
2,185,0.009878216311335564,0.7220666666666666,0.7019807923169268
2,190,0.012870841659605503,0.7111166666666666,0.6920768307322929
2,195,0.017006469890475273,0.72065,0.7080832332933173
2,200,0.018508270382881165,0.7414333333333334,0.7267907162865146
sim_seed,num_iter,training_loss,training_accuracy,test_accuracy
3,5,0.032227374613285065,0.3796,0.37675070028011204
3,10,0.07514114677906036,0.4041166666666667,0.39685874349739897
3,15,0.07956373691558838,0.38406666666666667,0.3794517807122849
3,20,0.07323766499757767,0.43521666666666664,0.4294717887154862
3,25,0.07364287972450256,0.4996333333333333,0.48749499799919965
3,30,0.05411651358008385,0.6320333333333333,0.6269507803121248
3,35,0.0225331149995327,0.6149,0.6105442176870748
3,40,0.04683146998286247,0.6082833333333333,0.5966386554621849
3,45,0.04638463631272316,0.6260166666666667,0.6205482192877151
3,50,0.026651376858353615,0.639,0.6311524609843937
3,55,0.02977304905653,0.6363,0.6260504201680672
3,60,0.03367599472403526,0.66785,0.6626650660264105
3,65,0.015260591171681881,0.70505,0.6907763105242097
3,70,0.011448996141552925,0.67655,0.6636654661864746
3,75,0.01729220524430275,0.6319666666666667,0.6202480992396959
3,80,0.01656925119459629,0.65105,0.6440576230492197
3,85,0.026010045781731606,0.655,0.6364545818327331
3,90,0.027316927909851074,0.67855,0.6732693077230892
3,95,0.019384518265724182,0.6372166666666667,0.6292517006802721
3,100,0.03801927715539932,0.6563166666666667,0.6485594237695078
3,105,0.025837071239948273,0.69155,0.6725690276110444
3,110,0.023692958056926727,0.7204666666666667,0.709983993597439
3,115,0.018489675596356392,0.6743666666666667,0.665766306522609
3,120,0.041518423706293106,0.7189,0.7062825130052021
3,125,0.012500974349677563,0.7122333333333334,0.6916766706682673
3,130,0.02377096749842167,0.6480166666666667,0.6392557022809123
3,135,0.03346830606460571,0.6269333333333333,0.614045618247299
3,140,0.04506992548704147,0.7354333333333334,0.725390156062425
3,145,0.009767267853021622,0.7610166666666667,0.7459983993597439
3,150,0.014043525792658329,0.7056333333333333,0.6908763505402161
3,155,0.02503388188779354,0.70845,0.6905762304921969
3,160,0.018583931028842926,0.7045,0.6905762304921969
3,165,0.01573105901479721,0.6283833333333333,0.605842336934774
3,170,0.04244028404355049,0.7194166666666667,0.7083833533413365
3,175,0.01144464686512947,0.7150333333333333,0.6924769907963185
3,180,0.027246808633208275,0.69455,0.6844737895158063
3,185,0.02277423068881035,0.7176833333333333,0.7024809923969588
3,190,0.027530189603567123,0.7307833333333333,0.7155862344937975
3,195,0.016368992626667023,0.7031666666666667,0.6836734693877551
3,200,0.02968493662774563,0.67765,0.6636654661864746
sim_seed,num_iter,training_loss,training_accuracy,test_accuracy
4,5,0.03662276268005371,0.58805,0.5890767230169051
4,10,0.0481383241713047,0.4605,0.45433630089026705
4,15,0.043720923364162445,0.6322,0.630589176753026
4,20,0.040563054382801056,0.5995666666666667,0.5978793638091427
4,25,0.045755937695503235,0.55235,0.5524657397219166
4,30,0.03227313607931137,0.55555,0.5535660698209462
4,35,0.0449674017727375,0.63125,0.6236871061318395
4,40,0.02036803774535656,0.72155,0.7193157947384216
4,45,0.020261093974113464,0.66955,0.6664999499849955
4,50,0.029303327202796936,0.7442833333333333,0.7362208662598779
4,55,0.022904518991708755,0.6873333333333334,0.6828048414524357
4,60,0.024826815351843834,0.72105,0.7163148944683405
4,65,0.027933239936828613,0.68425,0.6826047814344304
4,70,0.020982667803764343,0.7548333333333334,0.7476242872861859
4,75,0.014958064071834087,0.7163666666666667,0.7055116534960488
4,80,0.016753314062952995,0.7431,0.7358207462238672
4,85,0.011798173189163208,0.7399833333333333,0.7243172951885566
4,90,0.013539886102080345,0.7005333333333333,0.6844053215964789
4,95,0.021521998569369316,0.6887833333333333,0.6846053816144844
4,100,0.026261446997523308,0.76495,0.7578273482044613
4,105,0.026939760893583298,0.6935666666666667,0.6842052615784735
4,110,0.02079320326447487,0.754,0.7461238371511454
4,115,0.01985766366124153,0.71415,0.7089126738021406
4,120,0.01979224942624569,0.7302833333333333,0.7213163949184755
4,125,0.02283848635852337,0.6764,0.6642992897869361
4,130,0.02365833707153797,0.7483666666666666,0.7414224267280184
4,135,0.014406452886760235,0.7451,0.7333199959987996
4,140,0.008467287756502628,0.7605,0.7401220366109833
4,145,0.01301068626344204,0.7400666666666667,0.7257177153145944
4,150,0.013521339744329453,0.7828,0.7700310093027909
4,155,0.010804489254951477,0.8043833333333333,0.7951385415624688
4,160,0.009979377500712872,0.76865,0.7554266279883965
4,165,0.019693275913596153,0.7803,0.7727318195458638
4,170,0.018629560247063637,0.73025,0.7224167250175052
4,175,0.0164073146879673,0.7994,0.788036410923277
4,180,0.007170232478529215,0.7887,0.7691307392217666
4,185,0.005856659729033709,0.8008833333333333,0.7810343102930879
4,190,0.006779151502996683,0.7749,0.7562268680604182
4,195,0.012629411183297634,0.7952,0.7844353305991798
