sim_seed,num_iter,training_loss,training_accuracy,test_accuracy
1,5,0.01760166883468628,0.6953333333333334,0.7006802721088435
1,10,0.02916143089532852,0.5103333333333333,0.5223089235694278
1,15,0.021856386214494705,0.7832222222222223,0.7868147258903562
1,20,0.012928185053169727,0.7716666666666666,0.7751100440176071
1,25,0.0182147566229105,0.8237777777777778,0.8220288115246098
1,30,0.012219074182212353,0.8201111111111111,0.8174269707883153
1,35,0.004808564204722643,0.8248888888888889,0.8235294117647058
1,40,0.004630941431969404,0.8111111111111111,0.8073229291716687
1,45,0.0062431152909994125,0.8313333333333334,0.8293317326930773
1,50,0.004747597500681877,0.8385555555555556,0.8239295718287315
1,55,0.0031246505677700043,0.8505555555555555,0.8447378951580632
1,60,0.00392649881541729,0.7948888888888889,0.7896158463385354
1,65,0.009904867969453335,0.8371111111111111,0.8271308523409364
1,70,0.005914315115660429,0.8691111111111111,0.8648459383753502
1,75,0.006028005387634039,0.8491111111111111,0.8445378151260504
1,80,0.007471386343240738,0.8047777777777778,0.7984193677470989
1,85,0.010730994865298271,0.8372222222222222,0.8368347338935574
1,90,0.007847791537642479,0.8476666666666667,0.8416366546618648
1,95,0.003685783827677369,0.8452222222222222,0.8352340936374549
1,100,0.003512343391776085,0.8405555555555555,0.8304321728691476
1,105,0.00691170385107398,0.8652222222222222,0.8557422969187675
1,110,0.004926533438265324,0.8285555555555556,0.8199279711884754
1,115,0.007760333362966776,0.6811111111111111,0.6717687074829932
1,120,0.00850246474146843,0.7973333333333333,0.7941176470588235
1,125,0.005600400734692812,0.7933333333333333,0.7866146458583433
1,130,0.008574070408940315,0.8251111111111111,0.8158263305322129
1,135,0.009752104990184307,0.8451111111111111,0.8410364145658263
1,140,0.006803460884839296,0.8478888888888889,0.8419367747098839
1,145,0.005026071798056364,0.8691111111111111,0.8568427370948379
1,150,0.0024139543529599905,0.8722222222222222,0.8528411364545818
1,155,0.005030110478401184,0.8791111111111111,0.8714485794317727
1,160,0.0024870147462934256,0.8908888888888888,0.8748499399759904
1,165,0.005557779688388109,0.8153333333333334,0.8072228891556623
1,170,0.011277961544692516,0.881,0.8726490596238495
1,175,0.005567294545471668,0.8873333333333333,0.8733493397358943
1,180,0.0024607612285763025,0.8894444444444445,0.8754501800720288
1,185,0.006314397323876619,0.8081111111111111,0.8013205282112845
1,190,0.011339465156197548,0.8811111111111111,0.8690476190476191
