sim_seed,num_iter,training_loss,training_accuracy,test_accuracy
1,5,0.027621328830718994,0.5421481481481482,0.5394697348674338
1,10,0.020274540409445763,0.5650555555555555,0.5574787393696848
1,15,0.034888699650764465,0.5459259259259259,0.5476738369184593
1,20,0.047603171318769455,0.4616296296296296,0.4671335667833917
1,25,0.035160742700099945,0.7340925925925926,0.7317658829414707
1,30,0.023784179240465164,0.6863703703703704,0.6851425712856428
1,35,0.028484461829066277,0.7037407407407408,0.6987493746873437
1,40,0.024710247293114662,0.7023703703703704,0.7007503751875938
1,45,0.013786653988063335,0.6924814814814815,0.6892446223111556
1,50,0.01764041744172573,0.6302222222222222,0.6221110555277639
1,55,0.01322601456195116,0.6171481481481481,0.6114057028514257
1,60,0.022399025037884712,0.7128333333333333,0.6993496748374187
1,65,0.009537803009152412,0.7037777777777777,0.6947473736868435
1,70,0.014765205793082714,0.6425555555555555,0.6375187593796898
1,75,0.026566114276647568,0.7301296296296297,0.7322661330665333
1,80,0.0193686131387949,0.7478888888888889,0.7427713856928464
1,85,0.018230563029646873,0.7200555555555556,0.7155577788894447
1,90,0.024410245940089226,0.7766111111111111,0.776888444222111
1,95,0.013962267898023129,0.7470185185185185,0.7464732366183091
1,100,0.009005656465888023,0.7446666666666667,0.7358679339669835
1,105,0.015822071582078934,0.7597962962962963,0.7536768384192096
1,110,0.007560886908322573,0.7432222222222222,0.7325662831415708
1,115,0.009436391294002533,0.7267962962962963,0.7158579289644822
1,120,0.009844742715358734,0.7376111111111111,0.7394697348674337
1,125,0.01483076997101307,0.7175555555555555,0.7084542271135568
1,130,0.013879679143428802,0.7210555555555556,0.720760380190095
1,135,0.007814298383891582,0.7675555555555555,0.7605802901450726
1,140,0.01237543486058712,0.787,0.7814907453726864
1,145,0.006312496494501829,0.8039259259259259,0.7971985992996499
1,150,0.006563807372003794,0.7879259259259259,0.7836918459229615
1,155,0.009139743633568287,0.7900555555555555,0.7852926463231615
1,160,0.009434041567146778,0.7590740740740741,0.7476738369184592
1,165,0.017627783119678497,0.7964629629629629,0.7879939969984993
1,170,0.006634918041527271,0.7830370370370371,0.777288644322161
1,175,0.007036757655441761,0.7404444444444445,0.7300650325162581
1,180,0.015278292819857597,0.7689259259259259,0.7662831415707854
1,185,0.00569494441151619,0.7776296296296297,0.768184092046023
1,190,0.005685620475560427,0.7810185185185186,0.7670835417708854
1,195,0.007591618224978447,0.8062222222222222,0.8026013006503252
1,200,0.005354234017431736,0.7978888888888889,0.7849924962481241
1,205,0.011695059016346931,0.8048888888888889,0.8005002501250625
1,210,0.005015470553189516,0.7979444444444445,0.7873936968484242
1,215,0.0072465199045836926,0.7997037037037037,0.7940970485242621
1,220,0.00982281006872654,0.7431111111111111,0.7326663331665833
1,225,0.02068283222615719,0.8035,0.7980990495247624
1,230,0.007990248501300812,0.7807037037037037,0.7741870935467734
1,235,0.007865390740334988,0.7142407407407407,0.7076538269134567
1,240,0.01227136142551899,0.7544814814814815,0.751575787893947
1,245,0.009378842078149319,0.7358888888888889,0.7242621310655327
1,250,0.011867167428135872,0.7739074074074074,0.7664832416208104
sim_seed,num_iter,training_loss,training_accuracy,test_accuracy
2,5,0.020266901701688766,0.4354074074074074,0.4197098549274637
2,10,0.04799314960837364,0.4207962962962963,0.40680340170085044
2,15,0.05944546312093735,0.5030370370370371,0.495447723861931
2,20,0.053031470626592636,0.6207222222222222,0.6141070535267634
2,25,0.02676783874630928,0.5542962962962963,0.5431715857928965
2,30,0.05168252810835838,0.6573888888888889,0.647423711855928
